Time,KillerX,KillerY,KillerZ,VictimX,VictimY,VictimZ
1451262372,1501.141723,3292.984375,128.031250,1896.864990,3222.255371,128.031250
1451262372,1710.175170,2378.793457,384.031250,1855.674804,2587.554931,388.031250
1451262375,1799.350830,2627.803710,128.031250,1696.031250,2812.894775,128.031250
1451262377,790.615478,3097.353515,128.031250,698.289306,3334.670166,128.031250
1451262377,488.235168,4281.305175,128.031250,746.180908,3866.694824,128.031250
1451262378,920.735778,2875.579101,64.031250,1292.617797,2893.451416,128.031250
1451262379,-50.029579,1404.712280,-127.968750,-75.692520,1335.638549,-126.118804
1451262379,815.146850,2927.559814,64.031250,1414.602661,2878.798095,128.031250
1451262380,777.635192,1517.337036,-135.968750,793.645568,1565.368286,-135.968750
1451262382,1329.532348,2329.734130,-127.968750,1259.094360,2405.854736,-127.968750
1451262383,1171.761230,1145.447143,64.031250,1370.065673,1048.031250,91.939651
1451262383,1335.974487,2339.090576,-127.968750,1191.768310,2528.440917,-127.968750
1451262385,177.054595,3098.838623,-127.968750,177.054595,3098.838623,-127.968750
1451262386,1789.037719,3099.676025,128.031250,1700.102416,2869.607910,128.031250
1451262388,2130.974121,748.443786,96.031250,2151.625976,796.475036,96.031250
1451262388,1752.397827,2877.531982,128.031250,1596.094848,2468.252197,128.031250
1451262389,1700.702026,2877.476318,128.031250,1670.930786,2295.427001,128.031250
1451262389,1877.683715,2120.260498,384.031250,1748.270996,2346.224365,384.031250
